152	10	44
153	10	93
153	11	110
154	11	103
155	11	81
154	12	25
1	16	134
2	16	99
1	17	97
2	17	291
110	17	69
110	18	126
111	18	129
107	19	117
108	19	135
109	19	157
110	19	161
111	19	132
105	20	50
106	20	65
107	20	87
108	20	45
104	21	89
105	21	121
104	22	159
104	23	165
191	23	136
194	23	153
195	23	100
191	24	101
192	24	122
193	24	133
194	24	19
195	24	176
196	24	64
195	25	80
196	25	279
75	29	58
76	29	76
77	29	89
78	29	105
79	29	108
80	29	114
81	29	116
82	29	94
83	29	91
84	29	62
72	30	79
73	30	91
74	30	88
75	30	129
76	30	69
84	30	45
85	30	115
86	30	86
86	31	70
87	31	99
87	32	46
88	32	118
89	32	92
90	32	112
91	32	168
92	32	154
243	38	140
19	39	10
244	39	221
19	40	176
20	40	236
21	40	279
22	40	132
244	40	79
22	41	93
23	41	89
22	42	69
23	42	89
22	43	106
22	44	138
23	44	19
22	45	45
23	45	107
235	45	94
236	45	84
23	46	109
235	46	95
23	47	74
24	47	127
25	47	209
235	47	120
25	48	51
235	48	111
235	49	96
228	50	208
234	50	53
235	50	102
228	51	189
229	51	128
234	51	139
235	51	82
228	52	65
229	52	238
230	52	172
234	52	136
230	53	79
233	53	179
234	53	1
0	55	144
0	56	282
1	56	109
0	57	75
1	57	18
33	59	24
34	59	193
34	60	127
7	70	30
7	71	149
8	71	178
9	71	131
10	71	21
8	72	89
39	73	62
40	73	103
39	74	116
40	74	209
37	81	60
37	82	70
38	82	125
39	82	61
38	83	104
39	83	135
36	84	57
35	85	205
36	85	422
37	85	190
36	86	126
37	86	204
38	86	48
37	87	168
38	87	109
117	101	22
118	101	81
113	102	120
114	102	110
115	102	144
117	102	129
118	102	58
115	103	65
116	103	113
117	103	75
98	107	85
98	108	223
99	108	347
100	108	131
26	109	103
96	109	148
97	109	126
98	109	123
99	109	72
25	110	86
26	110	163
27	110	306
97	110	17
25	111	77
26	111	110
25	112	52
26	112	131
26	113	114
26	114	118
26	115	116
33	115	54
34	115	74
26	116	118
27	116	17
33	116	101
27	117	102
32	117	67
33	117	103
27	118	55
28	118	123
29	118	101
30	118	108
31	118	110
32	118	75
234	118	68
233	119	133
234	119	303
233	120	198
234	120	127
47	122	67
47	123	69
48	123	129
48	124	80
49	124	82
49	125	96
64	125	108
49	126	108
50	126	14
64	126	264
50	127	111
64	127	179
79	127	63
50	128	42
51	128	99
63	128	2
64	128	163
77	128	125
78	128	134
79	128	273
52	129	82
53	129	73
73	129	122
74	129	90
75	129	161
76	129	153
77	129	95
96	129	33
97	129	133
188	129	207
189	129	155
53	130	82
54	130	44
72	130	171
73	130	66
95	130	16
96	130	343
97	130	192
188	130	103
189	130	46
54	131	111
55	131	62
72	131	105
73	131	84
96	131	122
97	131	70
55	132	95
56	132	92
72	132	185
73	132	46
96	132	63
227	132	130
56	133	67
57	133	73
72	133	110
226	133	69
227	133	90
57	134	105
58	134	31
70	134	112
71	134	135
72	134	73
226	134	157
227	134	5
58	135	117
70	135	1
226	135	67
227	135	98
58	136	107
59	136	56
227	136	13
59	137	81
59	138	127
59	139	120
59	140	91
59	141	94
59	142	123
60	142	133
60	143	106
61	143	101
87	143	193
88	143	126
89	143	109
86	144	88
87	144	93
86	145	81
146	147	53
146	148	66
147	148	132
147	149	108
148	149	88
148	150	130
148	151	23
60	153	236
60	154	250
73	189	45
74	189	101
75	189	104
76	189	72
72	190	14
73	190	129
76	190	102
77	190	115
78	190	101
79	190	89
80	190	24
82	190	117
83	190	97
72	191	94
73	191	57
79	191	32
80	191	105
81	191	105
82	191	79
67	200	93
68	201	103
69	201	8
69	202	114
69	203	188
69	204	95
69	205	97
69	206	89
105	208	107
106	208	110
105	209	200
106	209	148
107	209	157
108	209	217
109	209	81
67	210	93
68	210	9
108	210	127
109	210	85
68	211	114
69	212	122
70	212	102
71	212	77
70	213	8
71	213	57
72	213	105
73	213	133
73	214	9
38	220	107
39	220	123
40	220	91
33	221	5
35	221	107
36	221	135
37	221	97
38	221	63
33	222	145
34	222	118
35	222	73
32	244	70
33	244	121
34	244	92
35	244	130
36	244	48
35	245	87
36	245	129
37	245	70
37	246	65
62	251	61
63	251	79
62	252	70
63	252	93
195	253	2
195	254	117
196	254	34
195	255	68
196	255	87
